vocabulary size: 137
n tunes: 23638
n train tunes: 18902.0
n validation tunes: 4736.0
4792/29534 (epoch 16.225) train_loss=1.51629996 time/batch=0.93s
4793/29534 (epoch 16.229) train_loss=1.51674032 time/batch=0.81s
4794/29534 (epoch 16.232) train_loss=1.46347594 time/batch=0.63s
4795/29534 (epoch 16.235) train_loss=1.39509559 time/batch=0.48s
4796/29534 (epoch 16.239) train_loss=1.49501956 time/batch=0.54s
4797/29534 (epoch 16.242) train_loss=1.38255620 time/batch=0.49s
4798/29534 (epoch 16.245) train_loss=1.37720871 time/batch=0.31s
4799/29534 (epoch 16.249) train_loss=1.38403106 time/batch=0.37s
4800/29534 (epoch 16.252) train_loss=1.51258755 time/batch=0.52s
4801/29534 (epoch 16.256) train_loss=1.36859035 time/batch=0.30s
4802/29534 (epoch 16.259) train_loss=1.56349707 time/batch=0.79s
4803/29534 (epoch 16.262) train_loss=1.39379859 time/batch=0.34s
4804/29534 (epoch 16.266) train_loss=1.44983411 time/batch=0.56s
4805/29534 (epoch 16.269) train_loss=1.39079022 time/batch=0.49s
4806/29534 (epoch 16.273) train_loss=1.46930480 time/batch=0.43s
4807/29534 (epoch 16.276) train_loss=1.54859734 time/batch=0.62s
4808/29534 (epoch 16.279) train_loss=1.45486593 time/batch=0.49s
4809/29534 (epoch 16.283) train_loss=1.44101262 time/batch=0.27s
4810/29534 (epoch 16.286) train_loss=1.40073395 time/batch=0.31s
4811/29534 (epoch 16.289) train_loss=1.46324062 time/batch=0.55s
4812/29534 (epoch 16.293) train_loss=1.43053293 time/batch=0.62s
4813/29534 (epoch 16.296) train_loss=1.42457724 time/batch=0.40s
4814/29534 (epoch 16.300) train_loss=1.44164634 time/batch=0.55s
4815/29534 (epoch 16.303) train_loss=1.48820162 time/batch=0.23s
4816/29534 (epoch 16.306) train_loss=1.46033359 time/batch=0.48s
4817/29534 (epoch 16.310) train_loss=1.38733101 time/batch=0.29s
4818/29534 (epoch 16.313) train_loss=1.54490924 time/batch=0.22s
4819/29534 (epoch 16.317) train_loss=1.44669437 time/batch=0.44s
4820/29534 (epoch 16.320) train_loss=1.50746310 time/batch=0.69s
4821/29534 (epoch 16.323) train_loss=1.43902111 time/batch=0.44s
4822/29534 (epoch 16.327) train_loss=1.45328128 time/batch=0.50s
4823/29534 (epoch 16.330) train_loss=1.41844630 time/batch=0.33s
4824/29534 (epoch 16.334) train_loss=1.42661583 time/batch=0.57s
4825/29534 (epoch 16.337) train_loss=1.55135584 time/batch=0.79s
4826/29534 (epoch 16.340) train_loss=1.48162222 time/batch=0.23s
4827/29534 (epoch 16.344) train_loss=1.53644133 time/batch=0.81s
4828/29534 (epoch 16.347) train_loss=1.47871208 time/batch=0.57s
4829/29534 (epoch 16.350) train_loss=1.42673469 time/batch=0.25s
4830/29534 (epoch 16.354) train_loss=1.36727571 time/batch=0.30s
4831/29534 (epoch 16.357) train_loss=1.41181457 time/batch=0.48s
4832/29534 (epoch 16.361) train_loss=1.42041433 time/batch=0.38s
4833/29534 (epoch 16.364) train_loss=1.33146906 time/batch=0.34s
4834/29534 (epoch 16.367) train_loss=1.36548603 time/batch=0.33s
4835/29534 (epoch 16.371) train_loss=1.51879537 time/batch=0.75s
4836/29534 (epoch 16.374) train_loss=1.51349664 time/batch=0.96s
4837/29534 (epoch 16.378) train_loss=1.39926922 time/batch=0.36s
4838/29534 (epoch 16.381) train_loss=1.49278212 time/batch=0.45s
4839/29534 (epoch 16.384) train_loss=1.58503962 time/batch=0.74s
4840/29534 (epoch 16.388) train_loss=1.42924261 time/batch=0.48s
4841/29534 (epoch 16.391) train_loss=1.32772028 time/batch=0.32s
4842/29534 (epoch 16.394) train_loss=1.40322566 time/batch=0.43s
4843/29534 (epoch 16.398) train_loss=1.42523479 time/batch=0.50s
4844/29534 (epoch 16.401) train_loss=1.49367344 time/batch=0.80s
4845/29534 (epoch 16.405) train_loss=1.35977912 time/batch=0.37s
4846/29534 (epoch 16.408) train_loss=1.45965970 time/batch=0.27s
4847/29534 (epoch 16.411) train_loss=1.42885303 time/batch=0.44s
4848/29534 (epoch 16.415) train_loss=1.37808204 time/batch=0.31s
4849/29534 (epoch 16.418) train_loss=1.47593331 time/batch=0.56s
4850/29534 (epoch 16.422) train_loss=1.32365990 time/batch=0.32s
4851/29534 (epoch 16.425) train_loss=1.46078014 time/batch=0.43s
4852/29534 (epoch 16.428) train_loss=1.36900997 time/batch=0.41s
4853/29534 (epoch 16.432) train_loss=1.44512796 time/batch=0.52s
4854/29534 (epoch 16.435) train_loss=1.41605210 time/batch=0.41s
4855/29534 (epoch 16.438) train_loss=1.37994587 time/batch=0.43s
4856/29534 (epoch 16.442) train_loss=1.39545441 time/batch=0.44s
4857/29534 (epoch 16.445) train_loss=1.45721388 time/batch=0.43s
4858/29534 (epoch 16.449) train_loss=1.49279118 time/batch=0.29s
4859/29534 (epoch 16.452) train_loss=1.34761262 time/batch=0.36s
4860/29534 (epoch 16.455) train_loss=1.40803671 time/batch=0.38s
4861/29534 (epoch 16.459) train_loss=1.51414835 time/batch=0.77s
4862/29534 (epoch 16.462) train_loss=1.44361472 time/batch=0.53s
4863/29534 (epoch 16.466) train_loss=1.33017588 time/batch=0.33s
4864/29534 (epoch 16.469) train_loss=1.52287734 time/batch=0.51s
4865/29534 (epoch 16.472) train_loss=1.38460040 time/batch=0.58s
4866/29534 (epoch 16.476) train_loss=1.42212892 time/batch=0.51s
4867/29534 (epoch 16.479) train_loss=1.49917340 time/batch=0.59s
4868/29534 (epoch 16.482) train_loss=1.48657608 time/batch=0.65s
4869/29534 (epoch 16.486) train_loss=1.44162130 time/batch=0.46s
4870/29534 (epoch 16.489) train_loss=1.44355869 time/batch=0.66s
4871/29534 (epoch 16.493) train_loss=1.43013811 time/batch=0.59s
4872/29534 (epoch 16.496) train_loss=1.40165055 time/batch=0.35s
4873/29534 (epoch 16.499) train_loss=1.43884683 time/batch=0.48s
4874/29534 (epoch 16.503) train_loss=1.41102672 time/batch=0.49s
4875/29534 (epoch 16.506) train_loss=1.35083103 time/batch=0.30s
4876/29534 (epoch 16.510) train_loss=1.46095467 time/batch=0.60s
4877/29534 (epoch 16.513) train_loss=1.47308302 time/batch=0.82s
4878/29534 (epoch 16.516) train_loss=1.51873326 time/batch=0.65s
4879/29534 (epoch 16.520) train_loss=1.43969536 time/batch=0.54s
4880/29534 (epoch 16.523) train_loss=1.37729990 time/batch=0.36s
4881/29534 (epoch 16.527) train_loss=1.39357209 time/batch=0.35s
4882/29534 (epoch 16.530) train_loss=1.34244990 time/batch=0.37s
4883/29534 (epoch 16.533) train_loss=1.41156065 time/batch=0.41s
4884/29534 (epoch 16.537) train_loss=1.41566551 time/batch=0.45s
4885/29534 (epoch 16.540) train_loss=1.35783160 time/batch=0.33s
4886/29534 (epoch 16.543) train_loss=1.35688221 time/batch=0.32s
4887/29534 (epoch 16.547) train_loss=1.41613650 time/batch=0.37s
4888/29534 (epoch 16.550) train_loss=1.51947761 time/batch=0.94s
4889/29534 (epoch 16.554) train_loss=1.36517358 time/batch=0.32s
4890/29534 (epoch 16.557) train_loss=1.54148626 time/batch=0.51s
4891/29534 (epoch 16.560) train_loss=1.43114758 time/batch=0.39s
4892/29534 (epoch 16.564) train_loss=1.42950487 time/batch=0.44s
4893/29534 (epoch 16.567) train_loss=1.38758898 time/batch=0.37s
4894/29534 (epoch 16.571) train_loss=1.42371690 time/batch=0.46s
4895/29534 (epoch 16.574) train_loss=1.42761517 time/batch=0.29s
4896/29534 (epoch 16.577) train_loss=1.42250133 time/batch=0.43s
4897/29534 (epoch 16.581) train_loss=1.38359928 time/batch=0.38s
4898/29534 (epoch 16.584) train_loss=1.31703007 time/batch=0.34s
4899/29534 (epoch 16.587) train_loss=1.34412384 time/batch=0.33s
4900/29534 (epoch 16.591) train_loss=1.45771122 time/batch=0.61s
4901/29534 (epoch 16.594) train_loss=1.35259676 time/batch=0.35s
4902/29534 (epoch 16.598) train_loss=1.43642533 time/batch=0.40s
4903/29534 (epoch 16.601) train_loss=1.42837107 time/batch=0.45s
4904/29534 (epoch 16.604) train_loss=1.42802286 time/batch=0.45s
4905/29534 (epoch 16.608) train_loss=1.42625856 time/batch=0.31s
4906/29534 (epoch 16.611) train_loss=1.32706499 time/batch=0.33s
4907/29534 (epoch 16.615) train_loss=1.33968639 time/batch=0.31s
4908/29534 (epoch 16.618) train_loss=1.37686956 time/batch=0.34s
4909/29534 (epoch 16.621) train_loss=1.48531246 time/batch=0.52s
4910/29534 (epoch 16.625) train_loss=1.33178186 time/batch=0.31s
4911/29534 (epoch 16.628) train_loss=1.38293540 time/batch=0.34s
4912/29534 (epoch 16.631) train_loss=1.44426501 time/batch=0.40s
4913/29534 (epoch 16.635) train_loss=1.39188397 time/batch=0.35s
4914/29534 (epoch 16.638) train_loss=1.41764855 time/batch=0.49s
4915/29534 (epoch 16.642) train_loss=1.38128304 time/batch=0.44s
4916/29534 (epoch 16.645) train_loss=1.48543000 time/batch=0.62s
4917/29534 (epoch 16.648) train_loss=1.48903322 time/batch=0.67s
4918/29534 (epoch 16.652) train_loss=1.51108766 time/batch=0.62s
4919/29534 (epoch 16.655) train_loss=1.38157594 time/batch=0.42s
4920/29534 (epoch 16.659) train_loss=1.45093155 time/batch=0.49s
4921/29534 (epoch 16.662) train_loss=1.44442987 time/batch=0.54s
4922/29534 (epoch 16.665) train_loss=1.37259388 time/batch=0.43s
4923/29534 (epoch 16.669) train_loss=1.35475731 time/batch=0.35s
4924/29534 (epoch 16.672) train_loss=1.47414470 time/batch=0.82s
4925/29534 (epoch 16.675) train_loss=1.32608891 time/batch=0.43s
4926/29534 (epoch 16.679) train_loss=1.40281773 time/batch=0.43s
4927/29534 (epoch 16.682) train_loss=1.36133850 time/batch=0.46s
4928/29534 (epoch 16.686) train_loss=1.45625544 time/batch=0.63s
4929/29534 (epoch 16.689) train_loss=1.39765191 time/batch=0.34s
4930/29534 (epoch 16.692) train_loss=1.45998120 time/batch=0.40s
4931/29534 (epoch 16.696) train_loss=1.45833898 time/batch=0.54s
4932/29534 (epoch 16.699) train_loss=1.35808563 time/batch=0.36s
4933/29534 (epoch 16.703) train_loss=1.35562158 time/batch=0.35s
4934/29534 (epoch 16.706) train_loss=1.37994599 time/batch=0.38s
4935/29534 (epoch 16.709) train_loss=1.37058902 time/batch=0.59s
4936/29534 (epoch 16.713) train_loss=1.34331000 time/batch=0.63s
4937/29534 (epoch 16.716) train_loss=1.36636996 time/batch=0.39s
4938/29534 (epoch 16.720) train_loss=1.49385929 time/batch=0.38s
4939/29534 (epoch 16.723) train_loss=1.40579176 time/batch=0.45s
4940/29534 (epoch 16.726) train_loss=1.40626264 time/batch=0.41s
4941/29534 (epoch 16.730) train_loss=1.37782168 time/batch=0.43s
4942/29534 (epoch 16.733) train_loss=1.38683653 time/batch=0.47s
4943/29534 (epoch 16.736) train_loss=1.38452530 time/batch=0.36s
4944/29534 (epoch 16.740) train_loss=1.34364510 time/batch=0.34s
4945/29534 (epoch 16.743) train_loss=1.40208364 time/batch=0.38s
4946/29534 (epoch 16.747) train_loss=1.36431408 time/batch=0.43s
4947/29534 (epoch 16.750) train_loss=1.32456446 time/batch=0.32s
4948/29534 (epoch 16.753) train_loss=1.42991567 time/batch=0.46s
4949/29534 (epoch 16.757) train_loss=1.33974075 time/batch=0.32s
4950/29534 (epoch 16.760) train_loss=1.44637764 time/batch=0.49s
4951/29534 (epoch 16.764) train_loss=1.37477243 time/batch=0.42s
4952/29534 (epoch 16.767) train_loss=1.41078615 time/batch=0.41s
4953/29534 (epoch 16.770) train_loss=1.37947226 time/batch=0.33s
4954/29534 (epoch 16.774) train_loss=1.39082074 time/batch=0.37s
4955/29534 (epoch 16.777) train_loss=1.39041686 time/batch=0.39s
4956/29534 (epoch 16.780) train_loss=1.46048546 time/batch=0.65s
4957/29534 (epoch 16.784) train_loss=1.42463887 time/batch=0.40s
4958/29534 (epoch 16.787) train_loss=1.37003672 time/batch=0.40s
4959/29534 (epoch 16.791) train_loss=1.31161678 time/batch=0.34s
4960/29534 (epoch 16.794) train_loss=1.33508134 time/batch=0.33s
4961/29534 (epoch 16.797) train_loss=1.37932730 time/batch=0.44s
4962/29534 (epoch 16.801) train_loss=1.42434120 time/batch=0.45s
4963/29534 (epoch 16.804) train_loss=1.37852061 time/batch=0.32s
4964/29534 (epoch 16.808) train_loss=1.44818532 time/batch=0.30s
4965/29534 (epoch 16.811) train_loss=1.46252131 time/batch=0.46s
4966/29534 (epoch 16.814) train_loss=1.42308879 time/batch=0.41s
4967/29534 (epoch 16.818) train_loss=1.37230778 time/batch=0.46s
4968/29534 (epoch 16.821) train_loss=1.42540431 time/batch=0.41s
4969/29534 (epoch 16.824) train_loss=1.33572483 time/batch=0.42s
4970/29534 (epoch 16.828) train_loss=1.40134990 time/batch=0.41s
4971/29534 (epoch 16.831) train_loss=1.39102149 time/batch=0.32s
4972/29534 (epoch 16.835) train_loss=1.38372207 time/batch=0.36s
4973/29534 (epoch 16.838) train_loss=1.40227294 time/batch=0.41s
4974/29534 (epoch 16.841) train_loss=1.41847372 time/batch=0.42s
4975/29534 (epoch 16.845) train_loss=1.40670228 time/batch=0.41s
4976/29534 (epoch 16.848) train_loss=1.40508449 time/batch=0.49s
4977/29534 (epoch 16.852) train_loss=1.31997585 time/batch=0.33s
4978/29534 (epoch 16.855) train_loss=1.43518877 time/batch=0.49s
4979/29534 (epoch 16.858) train_loss=1.36806369 time/batch=0.41s
4980/29534 (epoch 16.862) train_loss=1.45011723 time/batch=0.59s
4981/29534 (epoch 16.865) train_loss=1.37261975 time/batch=0.33s
4982/29534 (epoch 16.868) train_loss=1.33433652 time/batch=0.42s
4983/29534 (epoch 16.872) train_loss=1.37013316 time/batch=0.36s
4984/29534 (epoch 16.875) train_loss=1.34998620 time/batch=0.42s
4985/29534 (epoch 16.879) train_loss=1.34113431 time/batch=0.43s
4986/29534 (epoch 16.882) train_loss=1.36730635 time/batch=0.37s
4987/29534 (epoch 16.885) train_loss=1.34620166 time/batch=0.42s
4988/29534 (epoch 16.889) train_loss=1.43800807 time/batch=0.47s
4989/29534 (epoch 16.892) train_loss=1.34540367 time/batch=0.34s
4990/29534 (epoch 16.896) train_loss=1.32566428 time/batch=0.44s
4991/29534 (epoch 16.899) train_loss=1.32583618 time/batch=0.34s
4992/29534 (epoch 16.902) train_loss=1.42229235 time/batch=0.46s
4993/29534 (epoch 16.906) train_loss=1.33958960 time/batch=0.33s
4994/29534 (epoch 16.909) train_loss=1.45970869 time/batch=0.47s
4995/29534 (epoch 16.912) train_loss=1.35306454 time/batch=0.42s
4996/29534 (epoch 16.916) train_loss=1.32270479 time/batch=0.34s
4997/29534 (epoch 16.919) train_loss=1.37287903 time/batch=0.42s
4998/29534 (epoch 16.923) train_loss=1.41181242 time/batch=0.46s
4999/29534 (epoch 16.926) train_loss=1.38743234 time/batch=0.42s
Validating
    loss:	1.445472

5000/29534 (epoch 16.929) train_loss=1.34257197 time/batch=7.76s
5001/29534 (epoch 16.933) train_loss=1.41622949 time/batch=0.34s
5002/29534 (epoch 16.936) train_loss=1.38934755 time/batch=0.38s
5003/29534 (epoch 16.940) train_loss=1.32424974 time/batch=0.42s
5004/29534 (epoch 16.943) train_loss=1.28170419 time/batch=0.34s
5005/29534 (epoch 16.946) train_loss=1.39121044 time/batch=0.42s
5006/29534 (epoch 16.950) train_loss=1.41879773 time/batch=0.36s
5007/29534 (epoch 16.953) train_loss=1.32459998 time/batch=0.43s
5008/29534 (epoch 16.957) train_loss=1.34824026 time/batch=0.41s
5009/29534 (epoch 16.960) train_loss=1.34644377 time/batch=0.42s
5010/29534 (epoch 16.963) train_loss=1.33961082 time/batch=0.33s
5011/29534 (epoch 16.967) train_loss=1.31606519 time/batch=0.42s
5012/29534 (epoch 16.970) train_loss=1.39275837 time/batch=0.37s
5013/29534 (epoch 16.973) train_loss=1.37278342 time/batch=0.47s
5014/29534 (epoch 16.977) train_loss=1.41908801 time/batch=0.47s
5015/29534 (epoch 16.980) train_loss=1.36019671 time/batch=0.47s
5016/29534 (epoch 16.984) train_loss=1.48237491 time/batch=0.64s
5017/29534 (epoch 16.987) train_loss=1.58152556 time/batch=1.27s
5018/29534 (epoch 16.990) train_loss=1.70966613 time/batch=3.37s
5019/29534 (epoch 16.994) train_loss=1.34926903 time/batch=0.52s
5020/29534 (epoch 16.997) train_loss=1.58944893 time/batch=1.80s
5021/29534 (epoch 17.001) train_loss=1.39252019 time/batch=0.34s
5022/29534 (epoch 17.004) train_loss=1.52356935 time/batch=0.89s
5023/29534 (epoch 17.007) train_loss=1.36699343 time/batch=0.35s
5024/29534 (epoch 17.011) train_loss=1.56128681 time/batch=1.41s
5025/29534 (epoch 17.014) train_loss=1.46420825 time/batch=0.57s
5026/29534 (epoch 17.017) train_loss=1.44392323 time/batch=0.53s
5027/29534 (epoch 17.021) train_loss=1.60777116 time/batch=5.26s
5028/29534 (epoch 17.024) train_loss=1.54896665 time/batch=1.08s
5029/29534 (epoch 17.028) train_loss=1.40050936 time/batch=0.40s
5030/29534 (epoch 17.031) train_loss=1.44323301 time/batch=0.51s
5031/29534 (epoch 17.034) train_loss=1.47445917 time/batch=0.65s
5032/29534 (epoch 17.038) train_loss=1.50623369 time/batch=0.52s
5033/29534 (epoch 17.041) train_loss=1.50908291 time/batch=1.00s
5034/29534 (epoch 17.045) train_loss=1.41035795 time/batch=0.28s
5035/29534 (epoch 17.048) train_loss=1.46119082 time/batch=0.83s
5036/29534 (epoch 17.051) train_loss=1.50358009 time/batch=0.67s
5037/29534 (epoch 17.055) train_loss=1.40294647 time/batch=0.52s
5038/29534 (epoch 17.058) train_loss=1.52102637 time/batch=0.77s
5039/29534 (epoch 17.061) train_loss=1.38494813 time/batch=0.30s
5040/29534 (epoch 17.065) train_loss=1.55671859 time/batch=0.74s
5041/29534 (epoch 17.068) train_loss=1.53029752 time/batch=1.03s
5042/29534 (epoch 17.072) train_loss=1.39451432 time/batch=0.57s
5043/29534 (epoch 17.075) train_loss=1.59788203 time/batch=0.21s
5044/29534 (epoch 17.078) train_loss=1.34272778 time/batch=0.34s
5045/29534 (epoch 17.082) train_loss=1.40498471 time/batch=0.30s
5046/29534 (epoch 17.085) train_loss=1.44103932 time/batch=0.30s
5047/29534 (epoch 17.089) train_loss=1.49878836 time/batch=0.93s
5048/29534 (epoch 17.092) train_loss=1.54692459 time/batch=0.78s
5049/29534 (epoch 17.095) train_loss=1.47086799 time/batch=0.65s
5050/29534 (epoch 17.099) train_loss=1.43675518 time/batch=0.40s
5051/29534 (epoch 17.102) train_loss=1.44237232 time/batch=0.54s
5052/29534 (epoch 17.105) train_loss=1.42269158 time/batch=0.54s
5053/29534 (epoch 17.109) train_loss=1.53961790 time/batch=1.20s
5054/29534 (epoch 17.112) train_loss=1.48798108 time/batch=0.73s
5055/29534 (epoch 17.116) train_loss=1.51093102 time/batch=0.96s
5056/29534 (epoch 17.119) train_loss=1.41040373 time/batch=0.44s
5057/29534 (epoch 17.122) train_loss=1.64726210 time/batch=0.18s
5058/29534 (epoch 17.126) train_loss=1.51045132 time/batch=0.71s
5059/29534 (epoch 17.129) train_loss=1.39206076 time/batch=0.49s
5060/29534 (epoch 17.133) train_loss=1.44814920 time/batch=0.52s
5061/29534 (epoch 17.136) train_loss=1.57193160 time/batch=1.12s
5062/29534 (epoch 17.139) train_loss=1.45991039 time/batch=0.86s
5063/29534 (epoch 17.143) train_loss=1.41353524 time/batch=0.63s
5064/29534 (epoch 17.146) train_loss=1.33824825 time/batch=0.35s
5065/29534 (epoch 17.150) train_loss=1.48854232 time/batch=0.69s
5066/29534 (epoch 17.153) train_loss=1.31286955 time/batch=0.34s
5067/29534 (epoch 17.156) train_loss=1.41617632 time/batch=0.60s
5068/29534 (epoch 17.160) train_loss=1.50880206 time/batch=0.90s
5069/29534 (epoch 17.163) train_loss=1.54150832 time/batch=0.67s
5070/29534 (epoch 17.166) train_loss=1.52138066 time/batch=0.79s
5071/29534 (epoch 17.170) train_loss=1.49098182 time/batch=0.69s
5072/29534 (epoch 17.173) train_loss=1.42416739 time/batch=0.45s
5073/29534 (epoch 17.177) train_loss=1.31152892 time/batch=0.34s
5074/29534 (epoch 17.180) train_loss=1.45071304 time/batch=0.68s
5075/29534 (epoch 17.183) train_loss=1.43311286 time/batch=0.55s
5076/29534 (epoch 17.187) train_loss=1.50213218 time/batch=0.74s
5077/29534 (epoch 17.190) train_loss=1.42128038 time/batch=0.54s
5078/29534 (epoch 17.194) train_loss=1.50450194 time/batch=0.96s
5079/29534 (epoch 17.197) train_loss=1.37614667 time/batch=0.45s
5080/29534 (epoch 17.200) train_loss=1.47613692 time/batch=0.71s
5081/29534 (epoch 17.204) train_loss=1.36118197 time/batch=0.30s
5082/29534 (epoch 17.207) train_loss=1.31573987 time/batch=0.34s
5083/29534 (epoch 17.210) train_loss=1.50705600 time/batch=0.75s
5084/29534 (epoch 17.214) train_loss=1.38863277 time/batch=0.36s
5085/29534 (epoch 17.217) train_loss=1.38156152 time/batch=0.62s
5086/29534 (epoch 17.221) train_loss=1.63599193 time/batch=0.20s
5087/29534 (epoch 17.224) train_loss=1.43265700 time/batch=0.31s
5088/29534 (epoch 17.227) train_loss=1.47919190 time/batch=0.66s
5089/29534 (epoch 17.231) train_loss=1.47422147 time/batch=0.88s
5090/29534 (epoch 17.234) train_loss=1.46296597 time/batch=0.22s
5091/29534 (epoch 17.238) train_loss=1.43007350 time/batch=0.56s
5092/29534 (epoch 17.241) train_loss=1.38628721 time/batch=0.45s
5093/29534 (epoch 17.244) train_loss=1.37237930 time/batch=0.35s
5094/29534 (epoch 17.248) train_loss=1.46476924 time/batch=0.38s
5095/29534 (epoch 17.251) train_loss=1.46513724 time/batch=0.40s
5096/29534 (epoch 17.254) train_loss=1.40947878 time/batch=0.48s
5097/29534 (epoch 17.258) train_loss=1.41762626 time/batch=0.49s
5098/29534 (epoch 17.261) train_loss=1.47038865 time/batch=0.55s
5099/29534 (epoch 17.265) train_loss=1.35764146 time/batch=0.43s
5100/29534 (epoch 17.268) train_loss=1.50638652 time/batch=0.81s
5101/29534 (epoch 17.271) train_loss=1.36535716 time/batch=0.34s
5102/29534 (epoch 17.275) train_loss=1.43403912 time/batch=0.61s
5103/29534 (epoch 17.278) train_loss=1.44169140 time/batch=0.45s
5104/29534 (epoch 17.282) train_loss=1.49332285 time/batch=0.24s
5105/29534 (epoch 17.285) train_loss=1.49428487 time/batch=0.62s
5106/29534 (epoch 17.288) train_loss=1.41858387 time/batch=0.45s
5107/29534 (epoch 17.292) train_loss=1.38045335 time/batch=0.54s
5108/29534 (epoch 17.295) train_loss=1.40473127 time/batch=0.41s
5109/29534 (epoch 17.298) train_loss=1.49031782 time/batch=0.82s
5110/29534 (epoch 17.302) train_loss=1.37681639 time/batch=0.41s
5111/29534 (epoch 17.305) train_loss=1.39970994 time/batch=0.59s
5112/29534 (epoch 17.309) train_loss=1.38310266 time/batch=0.49s
5113/29534 (epoch 17.312) train_loss=1.44766808 time/batch=0.63s
5114/29534 (epoch 17.315) train_loss=1.37630200 time/batch=0.38s
5115/29534 (epoch 17.319) train_loss=1.45020795 time/batch=0.48s
5116/29534 (epoch 17.322) train_loss=1.38810873 time/batch=0.36s
5117/29534 (epoch 17.326) train_loss=1.50480640 time/batch=0.28s
5118/29534 (epoch 17.329) train_loss=1.35120296 time/batch=0.31s
5119/29534 (epoch 17.332) train_loss=1.44997633 time/batch=0.28s
5120/29534 (epoch 17.336) train_loss=1.43336236 time/batch=0.44s
5121/29534 (epoch 17.339) train_loss=1.49745166 time/batch=0.23s
5122/29534 (epoch 17.343) train_loss=1.50068235 time/batch=0.56s
5123/29534 (epoch 17.346) train_loss=1.52332079 time/batch=0.59s
5124/29534 (epoch 17.349) train_loss=1.47398090 time/batch=0.25s
5125/29534 (epoch 17.353) train_loss=1.34958935 time/batch=0.33s
5126/29534 (epoch 17.356) train_loss=1.50468874 time/batch=0.63s
5127/29534 (epoch 17.359) train_loss=1.36778617 time/batch=0.30s
5128/29534 (epoch 17.363) train_loss=1.34467816 time/batch=0.42s
5129/29534 (epoch 17.366) train_loss=1.45214844 time/batch=0.26s
5130/29534 (epoch 17.370) train_loss=1.38297033 time/batch=0.36s
5131/29534 (epoch 17.373) train_loss=1.36418605 time/batch=0.32s
5132/29534 (epoch 17.376) train_loss=1.47904527 time/batch=0.75s
5133/29534 (epoch 17.380) train_loss=1.43588066 time/batch=0.64s
5134/29534 (epoch 17.383) train_loss=1.42876637 time/batch=0.41s
5135/29534 (epoch 17.387) train_loss=1.46896350 time/batch=0.78s
5136/29534 (epoch 17.390) train_loss=1.43536377 time/batch=0.38s
5137/29534 (epoch 17.393) train_loss=1.39371157 time/batch=0.58s
5138/29534 (epoch 17.397) train_loss=1.35000336 time/batch=0.33s
5139/29534 (epoch 17.400) train_loss=1.50354540 time/batch=0.80s
5140/29534 (epoch 17.403) train_loss=1.38937974 time/batch=0.35s
5141/29534 (epoch 17.407) train_loss=1.37624061 time/batch=0.49s
5142/29534 (epoch 17.410) train_loss=1.50791836 time/batch=0.62s
5143/29534 (epoch 17.414) train_loss=1.42753911 time/batch=0.48s
5144/29534 (epoch 17.417) train_loss=1.47034311 time/batch=0.52s
5145/29534 (epoch 17.420) train_loss=1.44764876 time/batch=0.26s
5146/29534 (epoch 17.424) train_loss=1.44995630 time/batch=0.60s
5147/29534 (epoch 17.427) train_loss=1.38795543 time/batch=0.41s
5148/29534 (epoch 17.431) train_loss=1.32631755 time/batch=0.43s
5149/29534 (epoch 17.434) train_loss=1.41865611 time/batch=0.38s
5150/29534 (epoch 17.437) train_loss=1.48788476 time/batch=0.54s
5151/29534 (epoch 17.441) train_loss=1.42380047 time/batch=0.28s
5152/29534 (epoch 17.444) train_loss=1.37362719 time/batch=0.43s
5153/29534 (epoch 17.447) train_loss=1.27911425 time/batch=0.33s
5154/29534 (epoch 17.451) train_loss=1.40562749 time/batch=0.49s
5155/29534 (epoch 17.454) train_loss=1.43186498 time/batch=0.47s
5156/29534 (epoch 17.458) train_loss=1.37596989 time/batch=0.32s
5157/29534 (epoch 17.461) train_loss=1.47761989 time/batch=0.80s
5158/29534 (epoch 17.464) train_loss=1.38007545 time/batch=0.41s
5159/29534 (epoch 17.468) train_loss=1.40169764 time/batch=0.47s
5160/29534 (epoch 17.471) train_loss=1.36955261 time/batch=0.36s
5161/29534 (epoch 17.475) train_loss=1.48832798 time/batch=0.52s
5162/29534 (epoch 17.478) train_loss=1.37967455 time/batch=0.37s
5163/29534 (epoch 17.481) train_loss=1.40908253 time/batch=0.30s
5164/29534 (epoch 17.485) train_loss=1.39112306 time/batch=0.61s
5165/29534 (epoch 17.488) train_loss=1.46723402 time/batch=0.62s
5166/29534 (epoch 17.491) train_loss=1.33452356 time/batch=0.37s
5167/29534 (epoch 17.495) train_loss=1.47258055 time/batch=0.46s
5168/29534 (epoch 17.498) train_loss=1.36374021 time/batch=0.32s
5169/29534 (epoch 17.502) train_loss=1.38447225 time/batch=0.38s
5170/29534 (epoch 17.505) train_loss=1.37496638 time/batch=0.44s
5171/29534 (epoch 17.508) train_loss=1.51110363 time/batch=0.84s
5172/29534 (epoch 17.512) train_loss=1.37890112 time/batch=0.62s
5173/29534 (epoch 17.515) train_loss=1.46812665 time/batch=0.22s
5174/29534 (epoch 17.519) train_loss=1.42428625 time/batch=0.39s
5175/29534 (epoch 17.522) train_loss=1.37999415 time/batch=0.39s
5176/29534 (epoch 17.525) train_loss=1.40223908 time/batch=0.40s
5177/29534 (epoch 17.529) train_loss=1.34743941 time/batch=0.41s
5178/29534 (epoch 17.532) train_loss=1.36208785 time/batch=0.33s
