vocabulary size: 137
n tunes: 23637
n train tunes: 22437.0
n validation tunes: 1200.0
3141/89748 (epoch 7.000) train_loss=1.90444481 time/batch=1.73s
3142/89748 (epoch 7.002) train_loss=1.86946428 time/batch=1.20s
3143/89748 (epoch 7.004) train_loss=1.87985468 time/batch=2.62s
3144/89748 (epoch 7.006) train_loss=1.70792961 time/batch=0.73s
3145/89748 (epoch 7.009) train_loss=1.94737804 time/batch=2.76s
3146/89748 (epoch 7.011) train_loss=1.83355129 time/batch=1.37s
3147/89748 (epoch 7.013) train_loss=1.84672105 time/batch=1.34s
3148/89748 (epoch 7.015) train_loss=1.72884309 time/batch=0.95s
3149/89748 (epoch 7.017) train_loss=1.76882875 time/batch=0.91s
3150/89748 (epoch 7.020) train_loss=1.65347421 time/batch=0.61s
3151/89748 (epoch 7.022) train_loss=1.76591825 time/batch=0.64s
3152/89748 (epoch 7.024) train_loss=1.71324062 time/batch=0.40s
3153/89748 (epoch 7.026) train_loss=1.98785961 time/batch=3.73s
3154/89748 (epoch 7.029) train_loss=1.66334713 time/batch=0.44s
3155/89748 (epoch 7.031) train_loss=1.84132564 time/batch=2.10s
3156/89748 (epoch 7.033) train_loss=1.78834200 time/batch=0.36s
3157/89748 (epoch 7.035) train_loss=1.82275414 time/batch=1.45s
3158/89748 (epoch 7.037) train_loss=1.83544731 time/batch=0.85s
3159/89748 (epoch 7.040) train_loss=1.81129181 time/batch=1.29s
3160/89748 (epoch 7.042) train_loss=1.82419097 time/batch=1.16s
3161/89748 (epoch 7.044) train_loss=1.93728447 time/batch=7.78s
3162/89748 (epoch 7.046) train_loss=1.81185126 time/batch=0.28s
3163/89748 (epoch 7.049) train_loss=1.65936995 time/batch=0.33s
3164/89748 (epoch 7.051) train_loss=1.61163723 time/batch=0.47s
3165/89748 (epoch 7.053) train_loss=1.72581387 time/batch=0.52s
3166/89748 (epoch 7.055) train_loss=1.66704953 time/batch=0.64s
3167/89748 (epoch 7.058) train_loss=1.63091826 time/batch=0.49s
3168/89748 (epoch 7.060) train_loss=1.89988828 time/batch=2.07s
3169/89748 (epoch 7.062) train_loss=1.73381042 time/batch=0.83s
3170/89748 (epoch 7.064) train_loss=1.79490113 time/batch=1.31s
3171/89748 (epoch 7.066) train_loss=1.80033815 time/batch=1.38s
3172/89748 (epoch 7.069) train_loss=1.77806389 time/batch=1.07s
3173/89748 (epoch 7.071) train_loss=1.78750610 time/batch=1.38s
3174/89748 (epoch 7.073) train_loss=1.81764340 time/batch=1.26s
3175/89748 (epoch 7.075) train_loss=1.80153418 time/batch=1.03s
3176/89748 (epoch 7.078) train_loss=1.61491835 time/batch=0.46s
3177/89748 (epoch 7.080) train_loss=1.72364497 time/batch=0.43s
3178/89748 (epoch 7.082) train_loss=1.70106995 time/batch=0.54s
3179/89748 (epoch 7.084) train_loss=1.87594891 time/batch=2.11s
3180/89748 (epoch 7.087) train_loss=1.82224607 time/batch=1.15s
3181/89748 (epoch 7.089) train_loss=1.85068357 time/batch=1.04s
3182/89748 (epoch 7.091) train_loss=1.68147802 time/batch=0.52s
3183/89748 (epoch 7.093) train_loss=1.72198391 time/batch=0.90s
3184/89748 (epoch 7.095) train_loss=1.68364942 time/batch=0.79s
3185/89748 (epoch 7.098) train_loss=1.75103772 time/batch=1.17s
3186/89748 (epoch 7.100) train_loss=1.77287257 time/batch=1.18s
3187/89748 (epoch 7.102) train_loss=1.67072523 time/batch=0.89s
3188/89748 (epoch 7.104) train_loss=1.67819357 time/batch=0.64s
3189/89748 (epoch 7.107) train_loss=1.79587185 time/batch=1.48s
3190/89748 (epoch 7.109) train_loss=1.74726558 time/batch=0.38s
3191/89748 (epoch 7.111) train_loss=1.82102597 time/batch=0.67s
3192/89748 (epoch 7.113) train_loss=1.79378462 time/batch=0.99s
3193/89748 (epoch 7.115) train_loss=1.72729301 time/batch=0.44s
3194/89748 (epoch 7.118) train_loss=1.74079072 time/batch=0.32s
3195/89748 (epoch 7.120) train_loss=1.78896761 time/batch=0.99s
3196/89748 (epoch 7.122) train_loss=1.76240814 time/batch=1.75s
3197/89748 (epoch 7.124) train_loss=1.78284144 time/batch=0.95s
3198/89748 (epoch 7.127) train_loss=1.75005305 time/batch=1.49s
3199/89748 (epoch 7.129) train_loss=1.66518617 time/batch=0.51s
3200/89748 (epoch 7.131) train_loss=1.79279232 time/batch=1.13s
3201/89748 (epoch 7.133) train_loss=1.63074160 time/batch=0.69s
3202/89748 (epoch 7.136) train_loss=1.74610353 time/batch=0.95s
3203/89748 (epoch 7.138) train_loss=1.80012071 time/batch=1.78s
3204/89748 (epoch 7.140) train_loss=1.74311697 time/batch=0.56s
3205/89748 (epoch 7.142) train_loss=1.78705812 time/batch=1.51s
3206/89748 (epoch 7.144) train_loss=1.81099939 time/batch=0.87s
3207/89748 (epoch 7.147) train_loss=1.73352230 time/batch=0.26s
3208/89748 (epoch 7.149) train_loss=1.70061767 time/batch=0.59s
3209/89748 (epoch 7.151) train_loss=1.73133719 time/batch=1.12s
3210/89748 (epoch 7.153) train_loss=1.68641901 time/batch=0.56s
3211/89748 (epoch 7.156) train_loss=1.79753327 time/batch=0.99s
3212/89748 (epoch 7.158) train_loss=1.86582923 time/batch=0.31s
3213/89748 (epoch 7.160) train_loss=1.76931345 time/batch=1.03s
3214/89748 (epoch 7.162) train_loss=1.72399533 time/batch=1.18s
3215/89748 (epoch 7.165) train_loss=1.72954369 time/batch=0.42s
3216/89748 (epoch 7.167) train_loss=1.73447168 time/batch=1.04s
3217/89748 (epoch 7.169) train_loss=1.78045726 time/batch=1.09s
3218/89748 (epoch 7.171) train_loss=1.70135188 time/batch=0.90s
3219/89748 (epoch 7.173) train_loss=1.73384094 time/batch=1.01s
3220/89748 (epoch 7.176) train_loss=1.70516658 time/batch=0.81s
3221/89748 (epoch 7.178) train_loss=1.74370694 time/batch=1.20s
3222/89748 (epoch 7.180) train_loss=1.66067040 time/batch=0.34s
3223/89748 (epoch 7.182) train_loss=1.76366508 time/batch=0.78s
3224/89748 (epoch 7.185) train_loss=1.66127777 time/batch=0.46s
3225/89748 (epoch 7.187) train_loss=1.70401764 time/batch=0.83s
3226/89748 (epoch 7.189) train_loss=1.71434140 time/batch=1.22s
3227/89748 (epoch 7.191) train_loss=1.73953640 time/batch=1.80s
3228/89748 (epoch 7.193) train_loss=1.65223265 time/batch=0.82s
3229/89748 (epoch 7.196) train_loss=1.72441673 time/batch=0.92s
3230/89748 (epoch 7.198) train_loss=1.64829016 time/batch=0.87s
3231/89748 (epoch 7.200) train_loss=1.77153313 time/batch=0.95s
3232/89748 (epoch 7.202) train_loss=1.71150374 time/batch=0.65s
3233/89748 (epoch 7.205) train_loss=1.77997696 time/batch=1.12s
3234/89748 (epoch 7.207) train_loss=1.66716278 time/batch=0.66s
3235/89748 (epoch 7.209) train_loss=1.65029037 time/batch=0.59s
3236/89748 (epoch 7.211) train_loss=1.76043332 time/batch=0.81s
3237/89748 (epoch 7.214) train_loss=1.73178983 time/batch=0.97s
3238/89748 (epoch 7.216) train_loss=1.78723228 time/batch=0.57s
3239/89748 (epoch 7.218) train_loss=1.72456884 time/batch=0.89s
3240/89748 (epoch 7.220) train_loss=1.70016289 time/batch=0.55s
3241/89748 (epoch 7.222) train_loss=1.70778286 time/batch=0.37s
3242/89748 (epoch 7.225) train_loss=1.68226147 time/batch=0.51s
3243/89748 (epoch 7.227) train_loss=1.63337302 time/batch=0.49s
3244/89748 (epoch 7.229) train_loss=1.69016445 time/batch=0.57s
3245/89748 (epoch 7.231) train_loss=1.68152738 time/batch=0.33s
3246/89748 (epoch 7.234) train_loss=1.70897317 time/batch=0.93s
3247/89748 (epoch 7.236) train_loss=1.76041985 time/batch=0.96s
3248/89748 (epoch 7.238) train_loss=1.69111204 time/batch=0.65s
3249/89748 (epoch 7.240) train_loss=1.73009789 time/batch=0.38s
3250/89748 (epoch 7.243) train_loss=1.70346773 time/batch=0.39s
3251/89748 (epoch 7.245) train_loss=1.70811808 time/batch=0.56s
3252/89748 (epoch 7.247) train_loss=1.69565690 time/batch=0.58s
3253/89748 (epoch 7.249) train_loss=1.72764671 time/batch=1.07s
3254/89748 (epoch 7.251) train_loss=1.84689796 time/batch=1.09s
3255/89748 (epoch 7.254) train_loss=1.69242597 time/batch=0.96s
3256/89748 (epoch 7.256) train_loss=1.68792307 time/batch=0.84s
3257/89748 (epoch 7.258) train_loss=1.69381738 time/batch=0.43s
3258/89748 (epoch 7.260) train_loss=1.69815123 time/batch=0.64s
3259/89748 (epoch 7.263) train_loss=1.68316233 time/batch=0.85s
3260/89748 (epoch 7.265) train_loss=1.70983613 time/batch=0.87s
3261/89748 (epoch 7.267) train_loss=1.67640984 time/batch=0.54s
3262/89748 (epoch 7.269) train_loss=1.75211334 time/batch=0.57s
3263/89748 (epoch 7.271) train_loss=1.79298401 time/batch=0.41s
3264/89748 (epoch 7.274) train_loss=1.74480188 time/batch=0.96s
3265/89748 (epoch 7.276) train_loss=1.76555443 time/batch=0.86s
3266/89748 (epoch 7.278) train_loss=1.76625693 time/batch=0.77s
3267/89748 (epoch 7.280) train_loss=1.68848145 time/batch=0.59s
3268/89748 (epoch 7.283) train_loss=1.67903543 time/batch=0.46s
3269/89748 (epoch 7.285) train_loss=1.72483194 time/batch=0.64s
3270/89748 (epoch 7.287) train_loss=1.75336421 time/batch=0.94s
3271/89748 (epoch 7.289) train_loss=1.72457457 time/batch=0.82s
3272/89748 (epoch 7.292) train_loss=1.57716942 time/batch=0.49s
3273/89748 (epoch 7.294) train_loss=1.63232172 time/batch=0.54s
3274/89748 (epoch 7.296) train_loss=1.84991145 time/batch=1.01s
3275/89748 (epoch 7.298) train_loss=1.63379669 time/batch=0.55s
3276/89748 (epoch 7.300) train_loss=1.70254087 time/batch=0.64s
3277/89748 (epoch 7.303) train_loss=1.64200878 time/batch=0.54s
3278/89748 (epoch 7.305) train_loss=1.67804694 time/batch=0.72s
3279/89748 (epoch 7.307) train_loss=1.75668609 time/batch=1.26s
3280/89748 (epoch 7.309) train_loss=1.92692840 time/batch=0.33s
3281/89748 (epoch 7.312) train_loss=1.75540888 time/batch=0.90s
3282/89748 (epoch 7.314) train_loss=1.69868958 time/batch=0.68s
3283/89748 (epoch 7.316) train_loss=1.65887594 time/batch=0.71s
3284/89748 (epoch 7.318) train_loss=1.75758326 time/batch=0.76s
3285/89748 (epoch 7.320) train_loss=1.71946836 time/batch=0.82s
3286/89748 (epoch 7.323) train_loss=1.72672391 time/batch=0.93s
3287/89748 (epoch 7.325) train_loss=1.70142639 time/batch=0.48s
3288/89748 (epoch 7.327) train_loss=1.72729850 time/batch=0.44s
3289/89748 (epoch 7.329) train_loss=1.70099711 time/batch=0.67s
3290/89748 (epoch 7.332) train_loss=1.61173856 time/batch=0.62s
3291/89748 (epoch 7.334) train_loss=1.69492507 time/batch=0.93s
3292/89748 (epoch 7.336) train_loss=1.62006068 time/batch=0.69s
3293/89748 (epoch 7.338) train_loss=1.65840507 time/batch=0.47s
3294/89748 (epoch 7.341) train_loss=1.75309265 time/batch=0.94s
3295/89748 (epoch 7.343) train_loss=1.72957575 time/batch=0.75s
3296/89748 (epoch 7.345) train_loss=1.63305259 time/batch=0.74s
3297/89748 (epoch 7.347) train_loss=1.69165325 time/batch=0.82s
3298/89748 (epoch 7.349) train_loss=1.68102586 time/batch=0.91s
3299/89748 (epoch 7.352) train_loss=1.67187345 time/batch=0.86s
3300/89748 (epoch 7.354) train_loss=1.69231284 time/batch=0.60s
3301/89748 (epoch 7.356) train_loss=1.62220025 time/batch=0.90s
3302/89748 (epoch 7.358) train_loss=1.61209595 time/batch=0.61s
3303/89748 (epoch 7.361) train_loss=1.71385193 time/batch=0.82s
3304/89748 (epoch 7.363) train_loss=1.66247582 time/batch=0.46s
3305/89748 (epoch 7.365) train_loss=1.76233995 time/batch=0.77s
3306/89748 (epoch 7.367) train_loss=1.70216095 time/batch=0.53s
3307/89748 (epoch 7.370) train_loss=1.75642669 time/batch=1.10s
3308/89748 (epoch 7.372) train_loss=1.61490059 time/batch=0.62s
3309/89748 (epoch 7.374) train_loss=1.70103538 time/batch=0.44s
3310/89748 (epoch 7.376) train_loss=1.62663245 time/batch=0.63s
3311/89748 (epoch 7.378) train_loss=1.73810971 time/batch=0.73s
3312/89748 (epoch 7.381) train_loss=1.74825776 time/batch=0.41s
3313/89748 (epoch 7.383) train_loss=2.00197315 time/batch=0.74s
3314/89748 (epoch 7.385) train_loss=2.03509068 time/batch=0.56s
3315/89748 (epoch 7.387) train_loss=1.95230865 time/batch=0.76s
3316/89748 (epoch 7.390) train_loss=1.87050366 time/batch=0.87s
3317/89748 (epoch 7.392) train_loss=1.73586881 time/batch=1.21s
3318/89748 (epoch 7.394) train_loss=1.80695915 time/batch=1.27s
3319/89748 (epoch 7.396) train_loss=1.71899843 time/batch=0.54s
3320/89748 (epoch 7.398) train_loss=1.71616638 time/batch=0.59s
3321/89748 (epoch 7.401) train_loss=1.64259672 time/batch=0.56s
3322/89748 (epoch 7.403) train_loss=1.85773051 time/batch=0.36s
3323/89748 (epoch 7.405) train_loss=1.74195170 time/batch=0.64s
3324/89748 (epoch 7.407) train_loss=1.69430387 time/batch=0.66s
3325/89748 (epoch 7.410) train_loss=1.65046525 time/batch=0.48s
3326/89748 (epoch 7.412) train_loss=1.72953701 time/batch=0.73s
3327/89748 (epoch 7.414) train_loss=1.63962317 time/batch=0.59s
3328/89748 (epoch 7.416) train_loss=1.62474251 time/batch=0.51s
3329/89748 (epoch 7.419) train_loss=1.68024230 time/batch=1.00s
3330/89748 (epoch 7.421) train_loss=1.71772027 time/batch=0.81s
3331/89748 (epoch 7.423) train_loss=1.63345575 time/batch=0.85s
3332/89748 (epoch 7.425) train_loss=1.73270464 time/batch=0.39s
3333/89748 (epoch 7.427) train_loss=1.71462703 time/batch=0.67s
3334/89748 (epoch 7.430) train_loss=1.75755692 time/batch=0.37s
3335/89748 (epoch 7.432) train_loss=1.67357850 time/batch=0.52s
3336/89748 (epoch 7.434) train_loss=1.76686239 time/batch=0.74s
3337/89748 (epoch 7.436) train_loss=1.71325922 time/batch=0.88s
3338/89748 (epoch 7.439) train_loss=1.65885353 time/batch=0.46s
3339/89748 (epoch 7.441) train_loss=1.71791101 time/batch=0.36s
3340/89748 (epoch 7.443) train_loss=1.70902586 time/batch=0.52s
3341/89748 (epoch 7.445) train_loss=1.64962959 time/batch=0.45s
3342/89748 (epoch 7.448) train_loss=1.65884793 time/batch=0.50s
3343/89748 (epoch 7.450) train_loss=1.73805571 time/batch=0.63s
3344/89748 (epoch 7.452) train_loss=1.63148010 time/batch=0.52s
3345/89748 (epoch 7.454) train_loss=1.83316648 time/batch=0.93s
3346/89748 (epoch 7.456) train_loss=1.67057776 time/batch=0.41s
3347/89748 (epoch 7.459) train_loss=1.68022823 time/batch=0.51s
3348/89748 (epoch 7.461) train_loss=1.72650814 time/batch=0.75s
3349/89748 (epoch 7.463) train_loss=1.68946028 time/batch=0.62s
3350/89748 (epoch 7.465) train_loss=1.77350485 time/batch=0.85s
3351/89748 (epoch 7.468) train_loss=1.74337614 time/batch=0.58s
3352/89748 (epoch 7.470) train_loss=1.81588805 time/batch=1.01s
3353/89748 (epoch 7.472) train_loss=1.75892782 time/batch=0.34s
3354/89748 (epoch 7.474) train_loss=1.70771813 time/batch=0.74s
3355/89748 (epoch 7.476) train_loss=1.66990125 time/batch=0.55s
3356/89748 (epoch 7.479) train_loss=1.70796442 time/batch=0.80s
3357/89748 (epoch 7.481) train_loss=1.62555826 time/batch=0.45s
3358/89748 (epoch 7.483) train_loss=1.62324107 time/batch=0.55s
3359/89748 (epoch 7.485) train_loss=1.71743298 time/batch=0.64s
3360/89748 (epoch 7.488) train_loss=1.64741790 time/batch=0.43s
3361/89748 (epoch 7.490) train_loss=1.72103131 time/batch=0.74s
3362/89748 (epoch 7.492) train_loss=1.74464440 time/batch=0.77s
3363/89748 (epoch 7.494) train_loss=1.63554895 time/batch=0.53s
3364/89748 (epoch 7.497) train_loss=1.65104842 time/batch=0.53s
3365/89748 (epoch 7.499) train_loss=1.70804870 time/batch=0.76s
3366/89748 (epoch 7.501) train_loss=1.69267547 time/batch=0.64s
3367/89748 (epoch 7.503) train_loss=1.63783240 time/batch=0.63s
3368/89748 (epoch 7.505) train_loss=1.68884289 time/batch=0.36s
3369/89748 (epoch 7.508) train_loss=1.57257569 time/batch=0.49s
3370/89748 (epoch 7.510) train_loss=1.55559897 time/batch=0.48s
3371/89748 (epoch 7.512) train_loss=1.81398118 time/batch=0.38s
3372/89748 (epoch 7.514) train_loss=1.74868679 time/batch=0.78s
3373/89748 (epoch 7.517) train_loss=1.62465119 time/batch=0.54s
3374/89748 (epoch 7.519) train_loss=1.67416835 time/batch=0.91s
3375/89748 (epoch 7.521) train_loss=1.71592343 time/batch=0.93s
3376/89748 (epoch 7.523) train_loss=1.61607146 time/batch=0.61s
3377/89748 (epoch 7.526) train_loss=1.62585211 time/batch=0.51s
3378/89748 (epoch 7.528) train_loss=1.65458190 time/batch=0.78s
3379/89748 (epoch 7.530) train_loss=1.65892029 time/batch=0.74s
3380/89748 (epoch 7.532) train_loss=1.64393187 time/batch=0.88s
3381/89748 (epoch 7.534) train_loss=1.68713248 time/batch=0.51s
3382/89748 (epoch 7.537) train_loss=1.69648433 time/batch=0.65s
3383/89748 (epoch 7.539) train_loss=1.65860069 time/batch=0.56s
3384/89748 (epoch 7.541) train_loss=1.70228875 time/batch=0.71s
3385/89748 (epoch 7.543) train_loss=1.72073853 time/batch=0.94s
3386/89748 (epoch 7.546) train_loss=1.68009365 time/batch=0.70s
3387/89748 (epoch 7.548) train_loss=1.64807582 time/batch=0.71s
3388/89748 (epoch 7.550) train_loss=1.66571319 time/batch=0.55s
3389/89748 (epoch 7.552) train_loss=1.58406782 time/batch=0.47s
3390/89748 (epoch 7.554) train_loss=1.67895138 time/batch=0.40s
3391/89748 (epoch 7.557) train_loss=1.71081781 time/batch=0.75s
3392/89748 (epoch 7.559) train_loss=1.64941967 time/batch=0.55s
3393/89748 (epoch 7.561) train_loss=1.72071981 time/batch=0.73s
3394/89748 (epoch 7.563) train_loss=1.69231319 time/batch=0.70s
3395/89748 (epoch 7.566) train_loss=1.76826286 time/batch=0.97s
3396/89748 (epoch 7.568) train_loss=1.78924048 time/batch=1.18s
3397/89748 (epoch 7.570) train_loss=1.59081328 time/batch=0.48s
3398/89748 (epoch 7.572) train_loss=1.64371550 time/batch=0.65s
3399/89748 (epoch 7.575) train_loss=1.71186459 time/batch=0.59s
3400/89748 (epoch 7.577) train_loss=1.74458373 time/batch=0.80s
3401/89748 (epoch 7.579) train_loss=1.61266232 time/batch=0.47s
3402/89748 (epoch 7.581) train_loss=1.70636868 time/batch=0.36s
3403/89748 (epoch 7.583) train_loss=1.69928527 time/batch=0.88s
3404/89748 (epoch 7.586) train_loss=1.63107300 time/batch=0.45s
3405/89748 (epoch 7.588) train_loss=1.67947257 time/batch=0.61s
3406/89748 (epoch 7.590) train_loss=1.78289938 time/batch=0.59s
3407/89748 (epoch 7.592) train_loss=1.67330003 time/batch=0.75s
3408/89748 (epoch 7.595) train_loss=1.62672758 time/batch=0.64s
3409/89748 (epoch 7.597) train_loss=1.62634110 time/batch=0.58s
3410/89748 (epoch 7.599) train_loss=1.64574373 time/batch=0.54s
3411/89748 (epoch 7.601) train_loss=1.63097680 time/batch=0.79s
3412/89748 (epoch 7.604) train_loss=1.65329981 time/batch=0.49s
3413/89748 (epoch 7.606) train_loss=1.73977399 time/batch=0.80s
3414/89748 (epoch 7.608) train_loss=1.62137353 time/batch=0.52s
3415/89748 (epoch 7.610) train_loss=1.70452750 time/batch=0.66s
3416/89748 (epoch 7.612) train_loss=1.70616996 time/batch=0.67s
3417/89748 (epoch 7.615) train_loss=1.61222529 time/batch=0.63s
3418/89748 (epoch 7.617) train_loss=1.64654160 time/batch=0.97s
3419/89748 (epoch 7.619) train_loss=1.64118826 time/batch=0.50s
3420/89748 (epoch 7.621) train_loss=1.62601221 time/batch=0.46s
3421/89748 (epoch 7.624) train_loss=1.61471069 time/batch=0.62s
3422/89748 (epoch 7.626) train_loss=1.62446189 time/batch=0.48s
3423/89748 (epoch 7.628) train_loss=1.64090300 time/batch=0.53s
3424/89748 (epoch 7.630) train_loss=1.62329829 time/batch=0.62s
3425/89748 (epoch 7.632) train_loss=1.63384104 time/batch=0.51s
3426/89748 (epoch 7.635) train_loss=1.70493555 time/batch=0.58s
3427/89748 (epoch 7.637) train_loss=1.70196593 time/batch=0.66s
3428/89748 (epoch 7.639) train_loss=1.69853532 time/batch=0.42s
3429/89748 (epoch 7.641) train_loss=1.70060039 time/batch=0.66s
3430/89748 (epoch 7.644) train_loss=1.68439293 time/batch=0.65s
3431/89748 (epoch 7.646) train_loss=1.62154472 time/batch=0.68s
3432/89748 (epoch 7.648) train_loss=1.68299997 time/batch=0.98s
3433/89748 (epoch 7.650) train_loss=1.78913963 time/batch=0.77s
3434/89748 (epoch 7.653) train_loss=1.76513946 time/batch=0.40s
3435/89748 (epoch 7.655) train_loss=1.68692803 time/batch=0.53s
3436/89748 (epoch 7.657) train_loss=1.64802909 time/batch=0.60s
3437/89748 (epoch 7.659) train_loss=1.73876405 time/batch=0.72s
3438/89748 (epoch 7.661) train_loss=1.65596712 time/batch=0.42s
3439/89748 (epoch 7.664) train_loss=1.70226407 time/batch=0.67s
3440/89748 (epoch 7.666) train_loss=1.63365936 time/batch=0.70s
3441/89748 (epoch 7.668) train_loss=1.61251676 time/batch=0.61s
3442/89748 (epoch 7.670) train_loss=1.60467541 time/batch=0.50s
3443/89748 (epoch 7.673) train_loss=1.68620384 time/batch=0.68s
3444/89748 (epoch 7.675) train_loss=1.60456169 time/batch=0.62s
3445/89748 (epoch 7.677) train_loss=1.57582724 time/batch=0.50s
3446/89748 (epoch 7.679) train_loss=1.61410034 time/batch=0.70s
3447/89748 (epoch 7.682) train_loss=1.67737794 time/batch=0.58s
3448/89748 (epoch 7.684) train_loss=1.75004423 time/batch=0.71s
3449/89748 (epoch 7.686) train_loss=1.69996858 time/batch=0.97s
3450/89748 (epoch 7.688) train_loss=1.62553263 time/batch=0.63s
3451/89748 (epoch 7.690) train_loss=1.68245292 time/batch=0.52s
3452/89748 (epoch 7.693) train_loss=1.78067422 time/batch=0.74s
3453/89748 (epoch 7.695) train_loss=1.59741330 time/batch=0.47s
3454/89748 (epoch 7.697) train_loss=1.74350524 time/batch=0.72s
3455/89748 (epoch 7.699) train_loss=1.71518850 time/batch=0.70s
3456/89748 (epoch 7.702) train_loss=1.62967348 time/batch=0.47s
3457/89748 (epoch 7.704) train_loss=1.59217429 time/batch=0.47s
3458/89748 (epoch 7.706) train_loss=1.63852775 time/batch=0.48s
3459/89748 (epoch 7.708) train_loss=1.67875183 time/batch=0.72s
3460/89748 (epoch 7.710) train_loss=1.65007472 time/batch=0.63s
3461/89748 (epoch 7.713) train_loss=1.66599166 time/batch=0.72s
3462/89748 (epoch 7.715) train_loss=1.70506561 time/batch=0.76s
3463/89748 (epoch 7.717) train_loss=1.66081035 time/batch=0.65s
3464/89748 (epoch 7.719) train_loss=1.62335718 time/batch=0.54s
3465/89748 (epoch 7.722) train_loss=1.65089417 time/batch=0.70s
3466/89748 (epoch 7.724) train_loss=1.60322261 time/batch=0.62s
3467/89748 (epoch 7.726) train_loss=1.74071348 time/batch=0.69s
3468/89748 (epoch 7.728) train_loss=1.67991149 time/batch=0.60s
3469/89748 (epoch 7.731) train_loss=1.63575768 time/batch=0.55s
3470/89748 (epoch 7.733) train_loss=1.60116625 time/batch=0.46s
3471/89748 (epoch 7.735) train_loss=1.68710876 time/batch=0.60s
3472/89748 (epoch 7.737) train_loss=1.62595153 time/batch=0.50s
3473/89748 (epoch 7.739) train_loss=1.56309962 time/batch=0.63s
3474/89748 (epoch 7.742) train_loss=1.67165446 time/batch=0.71s
3475/89748 (epoch 7.744) train_loss=1.59702969 time/batch=0.56s
3476/89748 (epoch 7.746) train_loss=1.71560836 time/batch=0.66s
3477/89748 (epoch 7.748) train_loss=1.63514006 time/batch=0.62s
3478/89748 (epoch 7.751) train_loss=1.68129945 time/batch=0.69s
3479/89748 (epoch 7.753) train_loss=1.68631887 time/batch=0.67s
3480/89748 (epoch 7.755) train_loss=1.68303823 time/batch=0.61s
3481/89748 (epoch 7.757) train_loss=1.61321592 time/batch=0.64s
3482/89748 (epoch 7.760) train_loss=1.57538176 time/batch=0.64s
3483/89748 (epoch 7.762) train_loss=1.73374021 time/batch=0.75s
3484/89748 (epoch 7.764) train_loss=1.62466943 time/batch=0.50s
3485/89748 (epoch 7.766) train_loss=1.63637245 time/batch=0.63s
3486/89748 (epoch 7.768) train_loss=1.70099747 time/batch=0.59s
3487/89748 (epoch 7.771) train_loss=1.61794639 time/batch=0.71s
3488/89748 (epoch 7.773) train_loss=1.68427360 time/batch=0.55s
3489/89748 (epoch 7.775) train_loss=1.59632540 time/batch=0.47s
3490/89748 (epoch 7.777) train_loss=1.67758453 time/batch=0.68s
3491/89748 (epoch 7.780) train_loss=1.58165705 time/batch=0.48s
3492/89748 (epoch 7.782) train_loss=1.62413347 time/batch=0.52s
3493/89748 (epoch 7.784) train_loss=1.60446441 time/batch=0.56s
3494/89748 (epoch 7.786) train_loss=1.66260910 time/batch=0.76s
3495/89748 (epoch 7.788) train_loss=1.60613394 time/batch=0.47s
3496/89748 (epoch 7.791) train_loss=1.66294372 time/batch=0.59s
3497/89748 (epoch 7.793) train_loss=1.78068662 time/batch=0.66s
3498/89748 (epoch 7.795) train_loss=1.77587152 time/batch=0.59s
3499/89748 (epoch 7.797) train_loss=1.59808898 time/batch=0.52s
3500/89748 (epoch 7.800) train_loss=1.57776225 time/batch=0.55s
3501/89748 (epoch 7.802) train_loss=1.65660429 time/batch=0.72s
3502/89748 (epoch 7.804) train_loss=1.64769435 time/batch=0.70s
3503/89748 (epoch 7.806) train_loss=1.72471380 time/batch=0.69s
3504/89748 (epoch 7.809) train_loss=1.58258569 time/batch=0.63s
3505/89748 (epoch 7.811) train_loss=1.59783232 time/batch=0.62s
3506/89748 (epoch 7.813) train_loss=1.55507469 time/batch=0.49s
3507/89748 (epoch 7.815) train_loss=1.68858576 time/batch=0.69s
3508/89748 (epoch 7.817) train_loss=1.62707245 time/batch=0.49s
3509/89748 (epoch 7.820) train_loss=1.64093065 time/batch=0.61s
3510/89748 (epoch 7.822) train_loss=1.52547848 time/batch=0.51s
3511/89748 (epoch 7.824) train_loss=1.67670190 time/batch=0.60s
3512/89748 (epoch 7.826) train_loss=1.55215323 time/batch=0.51s
3513/89748 (epoch 7.829) train_loss=1.56273127 time/batch=0.62s
3514/89748 (epoch 7.831) train_loss=1.56318057 time/batch=0.61s
3515/89748 (epoch 7.833) train_loss=1.65042627 time/batch=0.52s
3516/89748 (epoch 7.835) train_loss=1.60230422 time/batch=0.47s
3517/89748 (epoch 7.838) train_loss=1.64113557 time/batch=0.59s
3518/89748 (epoch 7.840) train_loss=1.70899093 time/batch=0.66s
3519/89748 (epoch 7.842) train_loss=1.67854393 time/batch=0.60s
3520/89748 (epoch 7.844) train_loss=1.61305177 time/batch=0.66s
3521/89748 (epoch 7.846) train_loss=1.62521029 time/batch=0.63s
3522/89748 (epoch 7.849) train_loss=1.72712612 time/batch=0.71s
3523/89748 (epoch 7.851) train_loss=1.64485288 time/batch=0.62s
3524/89748 (epoch 7.853) train_loss=1.56554842 time/batch=0.49s
3525/89748 (epoch 7.855) train_loss=1.57304502 time/batch=0.50s
3526/89748 (epoch 7.858) train_loss=1.64508843 time/batch=0.70s
3527/89748 (epoch 7.860) train_loss=1.58527815 time/batch=0.49s
