vocabulary size: 137
n tunes: 23637
n train tunes: 22437.0
n validation tunes: 1200.0
1306/44874 (epoch 2.910) train_loss=2.07233477 time/batch=0.49s
1307/44874 (epoch 2.913) train_loss=1.99573302 time/batch=0.48s
1308/44874 (epoch 2.915) train_loss=2.04837847 time/batch=0.50s
1309/44874 (epoch 2.917) train_loss=2.16155338 time/batch=0.49s
1310/44874 (epoch 2.919) train_loss=2.06011438 time/batch=0.49s
1311/44874 (epoch 2.922) train_loss=2.05043960 time/batch=0.50s
1312/44874 (epoch 2.924) train_loss=2.14778066 time/batch=0.62s
1313/44874 (epoch 2.926) train_loss=2.11214590 time/batch=0.62s
1314/44874 (epoch 2.928) train_loss=2.10456252 time/batch=0.49s
1315/44874 (epoch 2.930) train_loss=2.19097829 time/batch=0.61s
1316/44874 (epoch 2.933) train_loss=2.11927056 time/batch=0.61s
1317/44874 (epoch 2.935) train_loss=2.02880096 time/batch=0.51s
1318/44874 (epoch 2.937) train_loss=2.08041358 time/batch=0.63s
1319/44874 (epoch 2.939) train_loss=2.08522582 time/batch=0.61s
1320/44874 (epoch 2.942) train_loss=1.99614632 time/batch=0.62s
1321/44874 (epoch 2.944) train_loss=2.11210656 time/batch=0.63s
1322/44874 (epoch 2.946) train_loss=2.04346991 time/batch=0.62s
1323/44874 (epoch 2.948) train_loss=2.09382343 time/batch=0.62s
1324/44874 (epoch 2.950) train_loss=2.15273166 time/batch=0.64s
1325/44874 (epoch 2.953) train_loss=2.14623737 time/batch=0.67s
1326/44874 (epoch 2.955) train_loss=2.00984883 time/batch=0.49s
1327/44874 (epoch 2.957) train_loss=2.02220535 time/batch=0.50s
1328/44874 (epoch 2.959) train_loss=2.05007410 time/batch=0.49s
1329/44874 (epoch 2.962) train_loss=2.00598192 time/batch=0.49s
1330/44874 (epoch 2.964) train_loss=1.97431052 time/batch=0.49s
1331/44874 (epoch 2.966) train_loss=2.05412984 time/batch=0.63s
1332/44874 (epoch 2.968) train_loss=2.07219219 time/batch=0.63s
1333/44874 (epoch 2.971) train_loss=2.09267592 time/batch=0.60s
1334/44874 (epoch 2.973) train_loss=2.16645741 time/batch=0.67s
1335/44874 (epoch 2.975) train_loss=2.03919101 time/batch=0.49s
1336/44874 (epoch 2.977) train_loss=2.06035924 time/batch=0.49s
1337/44874 (epoch 2.979) train_loss=2.01070333 time/batch=0.60s
1338/44874 (epoch 2.982) train_loss=2.07913113 time/batch=0.63s
1339/44874 (epoch 2.984) train_loss=2.07525206 time/batch=0.63s
1340/44874 (epoch 2.986) train_loss=2.04933906 time/batch=0.62s
1341/44874 (epoch 2.988) train_loss=2.15325642 time/batch=0.67s
1342/44874 (epoch 2.991) train_loss=2.11057353 time/batch=0.63s
1343/44874 (epoch 2.993) train_loss=2.09739733 time/batch=0.63s
1344/44874 (epoch 2.995) train_loss=2.01393247 time/batch=0.62s
1345/44874 (epoch 2.997) train_loss=2.18689680 time/batch=0.71s
1346/44874 (epoch 3.000) train_loss=2.30264831 time/batch=0.30s
1347/44874 (epoch 3.002) train_loss=2.45996332 time/batch=1.67s
1348/44874 (epoch 3.004) train_loss=2.42113948 time/batch=1.91s
1349/44874 (epoch 3.006) train_loss=2.42926168 time/batch=7.79s
1350/44874 (epoch 3.008) train_loss=2.25739431 time/batch=0.99s
1351/44874 (epoch 3.011) train_loss=2.32684278 time/batch=1.08s
1352/44874 (epoch 3.013) train_loss=2.13039112 time/batch=0.52s
1353/44874 (epoch 3.015) train_loss=2.15538812 time/batch=0.45s
1354/44874 (epoch 3.017) train_loss=2.15656281 time/batch=0.82s
1355/44874 (epoch 3.020) train_loss=2.38628840 time/batch=2.76s
1356/44874 (epoch 3.022) train_loss=2.28137183 time/batch=1.35s
1357/44874 (epoch 3.024) train_loss=2.19257569 time/batch=1.06s
1358/44874 (epoch 3.026) train_loss=2.34848094 time/batch=3.19s
1359/44874 (epoch 3.028) train_loss=2.22426319 time/batch=1.70s
1360/44874 (epoch 3.031) train_loss=2.17623925 time/batch=0.81s
1361/44874 (epoch 3.033) train_loss=2.27264094 time/batch=1.75s
1362/44874 (epoch 3.035) train_loss=2.19910526 time/batch=0.73s
1363/44874 (epoch 3.037) train_loss=2.36255670 time/batch=2.27s
1364/44874 (epoch 3.040) train_loss=2.22467208 time/batch=1.26s
1365/44874 (epoch 3.042) train_loss=2.12668872 time/batch=0.74s
1366/44874 (epoch 3.044) train_loss=2.07728744 time/batch=0.53s
1367/44874 (epoch 3.046) train_loss=2.26802492 time/batch=1.10s
1368/44874 (epoch 3.049) train_loss=2.16255283 time/batch=1.11s
1369/44874 (epoch 3.051) train_loss=2.07648420 time/batch=0.54s
1370/44874 (epoch 3.053) train_loss=2.08275414 time/batch=0.91s
1371/44874 (epoch 3.055) train_loss=2.14279723 time/batch=0.93s
1372/44874 (epoch 3.057) train_loss=2.23249054 time/batch=1.91s
1373/44874 (epoch 3.060) train_loss=2.12683964 time/batch=0.89s
1374/44874 (epoch 3.062) train_loss=2.23181319 time/batch=1.38s
1375/44874 (epoch 3.064) train_loss=2.18224883 time/batch=1.30s
1376/44874 (epoch 3.066) train_loss=2.22036982 time/batch=0.41s
1377/44874 (epoch 3.069) train_loss=2.24637485 time/batch=1.39s
1378/44874 (epoch 3.071) train_loss=2.06801653 time/batch=0.27s
1379/44874 (epoch 3.073) train_loss=2.08533740 time/batch=1.17s
1380/44874 (epoch 3.075) train_loss=2.08084846 time/batch=0.55s
1381/44874 (epoch 3.078) train_loss=2.28145480 time/batch=2.02s
1382/44874 (epoch 3.080) train_loss=2.20309496 time/batch=0.84s
1383/44874 (epoch 3.082) train_loss=2.21089959 time/batch=1.52s
1384/44874 (epoch 3.084) train_loss=2.15747476 time/batch=0.93s
1385/44874 (epoch 3.086) train_loss=2.11887217 time/batch=0.97s
1386/44874 (epoch 3.089) train_loss=2.17065048 time/batch=1.23s
1387/44874 (epoch 3.091) train_loss=2.17123723 time/batch=0.82s
1388/44874 (epoch 3.093) train_loss=2.18579245 time/batch=0.81s
1389/44874 (epoch 3.095) train_loss=2.15259314 time/batch=1.21s
1390/44874 (epoch 3.098) train_loss=2.18707442 time/batch=1.53s
1391/44874 (epoch 3.100) train_loss=2.14424872 time/batch=0.52s
1392/44874 (epoch 3.102) train_loss=2.38095593 time/batch=0.28s
1393/44874 (epoch 3.104) train_loss=2.27036619 time/batch=1.27s
1394/44874 (epoch 3.106) train_loss=2.26539183 time/batch=1.00s
1395/44874 (epoch 3.109) train_loss=2.19376230 time/batch=1.08s
1396/44874 (epoch 3.111) train_loss=2.28984094 time/batch=0.77s
1397/44874 (epoch 3.113) train_loss=2.24049759 time/batch=0.87s
1398/44874 (epoch 3.115) train_loss=2.27247548 time/batch=1.45s
1399/44874 (epoch 3.118) train_loss=2.14494777 time/batch=0.40s
1400/44874 (epoch 3.120) train_loss=2.19728541 time/batch=0.79s
1401/44874 (epoch 3.122) train_loss=2.30218887 time/batch=1.54s
1402/44874 (epoch 3.124) train_loss=2.20504689 time/batch=2.28s
1403/44874 (epoch 3.127) train_loss=2.07783365 time/batch=0.88s
1404/44874 (epoch 3.129) train_loss=2.19261861 time/batch=1.54s
1405/44874 (epoch 3.131) train_loss=2.17104888 time/batch=0.86s
1406/44874 (epoch 3.133) train_loss=2.03078055 time/batch=0.50s
1407/44874 (epoch 3.135) train_loss=2.00600672 time/batch=0.49s
1408/44874 (epoch 3.138) train_loss=2.11805177 time/batch=0.96s
1409/44874 (epoch 3.140) train_loss=2.18603659 time/batch=2.29s
1410/44874 (epoch 3.142) train_loss=2.09865975 time/batch=0.71s
1411/44874 (epoch 3.144) train_loss=2.17502904 time/batch=0.57s
1412/44874 (epoch 3.147) train_loss=2.22827244 time/batch=0.77s
1413/44874 (epoch 3.149) train_loss=2.11550975 time/batch=0.71s
1414/44874 (epoch 3.151) train_loss=2.13367939 time/batch=0.65s
1415/44874 (epoch 3.153) train_loss=2.13551450 time/batch=0.31s
1416/44874 (epoch 3.156) train_loss=2.12818122 time/batch=0.89s
1417/44874 (epoch 3.158) train_loss=1.93297231 time/batch=0.49s
1418/44874 (epoch 3.160) train_loss=2.14151573 time/batch=0.56s
1419/44874 (epoch 3.162) train_loss=2.13867283 time/batch=0.54s
1420/44874 (epoch 3.164) train_loss=2.05869222 time/batch=0.49s
1421/44874 (epoch 3.167) train_loss=2.15378547 time/batch=0.37s
1422/44874 (epoch 3.169) train_loss=2.03254032 time/batch=0.49s
1423/44874 (epoch 3.171) train_loss=2.04210258 time/batch=0.62s
1424/44874 (epoch 3.173) train_loss=2.17396164 time/batch=0.98s
1425/44874 (epoch 3.176) train_loss=2.15409017 time/batch=1.32s
1426/44874 (epoch 3.178) train_loss=1.96748841 time/batch=0.50s
1427/44874 (epoch 3.180) train_loss=2.01096439 time/batch=0.50s
1428/44874 (epoch 3.182) train_loss=2.10591865 time/batch=0.93s
1429/44874 (epoch 3.184) train_loss=2.08060503 time/batch=0.73s
1430/44874 (epoch 3.187) train_loss=2.18067002 time/batch=0.38s
1431/44874 (epoch 3.189) train_loss=2.17981315 time/batch=0.78s
1432/44874 (epoch 3.191) train_loss=2.02830529 time/batch=0.62s
1433/44874 (epoch 3.193) train_loss=2.11202455 time/batch=0.60s
1434/44874 (epoch 3.196) train_loss=2.25700378 time/batch=1.30s
1435/44874 (epoch 3.198) train_loss=2.13285589 time/batch=0.36s
1436/44874 (epoch 3.200) train_loss=2.02748036 time/batch=0.52s
1437/44874 (epoch 3.202) train_loss=2.16427779 time/batch=0.84s
1438/44874 (epoch 3.205) train_loss=2.07583499 time/batch=0.64s
1439/44874 (epoch 3.207) train_loss=2.22212386 time/batch=0.75s
1440/44874 (epoch 3.209) train_loss=2.08098769 time/batch=0.52s
1441/44874 (epoch 3.211) train_loss=2.10939693 time/batch=0.72s
1442/44874 (epoch 3.213) train_loss=2.13299561 time/batch=0.78s
1443/44874 (epoch 3.216) train_loss=2.06949449 time/batch=0.73s
1444/44874 (epoch 3.218) train_loss=2.00412321 time/batch=0.56s
1445/44874 (epoch 3.220) train_loss=2.01186681 time/batch=0.33s
1446/44874 (epoch 3.222) train_loss=2.14943576 time/batch=0.37s
1447/44874 (epoch 3.225) train_loss=2.16502690 time/batch=0.34s
1448/44874 (epoch 3.227) train_loss=2.31735706 time/batch=1.01s
1449/44874 (epoch 3.229) train_loss=2.10477161 time/batch=0.55s
1450/44874 (epoch 3.231) train_loss=2.13909268 time/batch=0.96s
1451/44874 (epoch 3.233) train_loss=2.11558986 time/batch=0.75s
1452/44874 (epoch 3.236) train_loss=2.11369658 time/batch=0.86s
1453/44874 (epoch 3.238) train_loss=2.18420506 time/batch=0.88s
1454/44874 (epoch 3.240) train_loss=2.18722939 time/batch=0.79s
1455/44874 (epoch 3.242) train_loss=2.08262610 time/batch=0.32s
1456/44874 (epoch 3.245) train_loss=2.04321051 time/batch=0.56s
1457/44874 (epoch 3.247) train_loss=2.11088228 time/batch=0.92s
1458/44874 (epoch 3.249) train_loss=2.23596072 time/batch=1.04s
1459/44874 (epoch 3.251) train_loss=2.12630391 time/batch=1.13s
1460/44874 (epoch 3.254) train_loss=2.08371568 time/batch=0.98s
1461/44874 (epoch 3.256) train_loss=2.01007223 time/batch=0.61s
1462/44874 (epoch 3.258) train_loss=2.14708185 time/batch=0.60s
1463/44874 (epoch 3.260) train_loss=2.09640622 time/batch=0.94s
1464/44874 (epoch 3.262) train_loss=2.09522510 time/batch=0.34s
1465/44874 (epoch 3.265) train_loss=2.10672927 time/batch=0.38s
1466/44874 (epoch 3.267) train_loss=2.16761017 time/batch=0.90s
1467/44874 (epoch 3.269) train_loss=2.22550726 time/batch=0.74s
1468/44874 (epoch 3.271) train_loss=2.08987856 time/batch=0.61s
1469/44874 (epoch 3.274) train_loss=2.14770627 time/batch=1.21s
1470/44874 (epoch 3.276) train_loss=2.08957458 time/batch=0.63s
1471/44874 (epoch 3.278) train_loss=2.09573793 time/batch=0.55s
1472/44874 (epoch 3.280) train_loss=2.05548215 time/batch=0.51s
1473/44874 (epoch 3.283) train_loss=2.06115937 time/batch=0.33s
1474/44874 (epoch 3.285) train_loss=1.97031546 time/batch=0.48s
1475/44874 (epoch 3.287) train_loss=2.13846922 time/batch=0.91s
1476/44874 (epoch 3.289) train_loss=2.07700491 time/batch=0.89s
1477/44874 (epoch 3.291) train_loss=2.08605433 time/batch=0.82s
1478/44874 (epoch 3.294) train_loss=2.18650603 time/batch=1.14s
1479/44874 (epoch 3.296) train_loss=2.13325739 time/batch=0.92s
1480/44874 (epoch 3.298) train_loss=2.10544705 time/batch=0.67s
1481/44874 (epoch 3.300) train_loss=2.11980891 time/batch=0.76s
1482/44874 (epoch 3.303) train_loss=2.07009768 time/batch=0.92s
1483/44874 (epoch 3.305) train_loss=2.06968164 time/batch=1.04s
1484/44874 (epoch 3.307) train_loss=2.05564690 time/batch=0.53s
1485/44874 (epoch 3.309) train_loss=2.19638562 time/batch=1.00s
1486/44874 (epoch 3.311) train_loss=2.03751206 time/batch=0.53s
1487/44874 (epoch 3.314) train_loss=2.16082835 time/batch=0.85s
1488/44874 (epoch 3.316) train_loss=2.22048235 time/batch=1.04s
1489/44874 (epoch 3.318) train_loss=2.09583497 time/batch=0.93s
1490/44874 (epoch 3.320) train_loss=2.08529973 time/batch=0.41s
1491/44874 (epoch 3.323) train_loss=2.22838902 time/batch=0.87s
1492/44874 (epoch 3.325) train_loss=2.11889243 time/batch=0.37s
1493/44874 (epoch 3.327) train_loss=2.17270589 time/batch=0.33s
1494/44874 (epoch 3.329) train_loss=2.23063636 time/batch=1.04s
1495/44874 (epoch 3.332) train_loss=2.08342791 time/batch=0.47s
1496/44874 (epoch 3.334) train_loss=2.09240389 time/batch=0.67s
1497/44874 (epoch 3.336) train_loss=2.09073639 time/batch=0.37s
1498/44874 (epoch 3.338) train_loss=2.20542526 time/batch=1.16s
1499/44874 (epoch 3.340) train_loss=2.14034367 time/batch=1.16s
1500/44874 (epoch 3.343) train_loss=2.08169270 time/batch=1.28s
1501/44874 (epoch 3.345) train_loss=2.13986659 time/batch=1.09s
1502/44874 (epoch 3.347) train_loss=2.15673065 time/batch=0.67s
1503/44874 (epoch 3.349) train_loss=1.97667491 time/batch=0.63s
1504/44874 (epoch 3.352) train_loss=1.93934035 time/batch=0.48s
1505/44874 (epoch 3.354) train_loss=2.06454730 time/batch=0.59s
1506/44874 (epoch 3.356) train_loss=2.05694151 time/batch=0.90s
1507/44874 (epoch 3.358) train_loss=2.00828004 time/batch=0.90s
1508/44874 (epoch 3.361) train_loss=2.03844833 time/batch=0.46s
1509/44874 (epoch 3.363) train_loss=2.08884668 time/batch=0.77s
1510/44874 (epoch 3.365) train_loss=2.07603073 time/batch=0.91s
1511/44874 (epoch 3.367) train_loss=2.05520844 time/batch=0.56s
1512/44874 (epoch 3.369) train_loss=2.07806611 time/batch=0.65s
1513/44874 (epoch 3.372) train_loss=2.07628989 time/batch=0.71s
1514/44874 (epoch 3.374) train_loss=2.16071701 time/batch=0.94s
1515/44874 (epoch 3.376) train_loss=2.03478837 time/batch=0.62s
1516/44874 (epoch 3.378) train_loss=2.14091206 time/batch=1.00s
1517/44874 (epoch 3.381) train_loss=2.06468558 time/batch=0.94s
1518/44874 (epoch 3.383) train_loss=2.08574033 time/batch=0.66s
1519/44874 (epoch 3.385) train_loss=2.05263996 time/batch=0.44s
1520/44874 (epoch 3.387) train_loss=2.13425612 time/batch=0.76s
1521/44874 (epoch 3.389) train_loss=2.11418390 time/batch=1.20s
1522/44874 (epoch 3.392) train_loss=2.06023288 time/batch=0.71s
1523/44874 (epoch 3.394) train_loss=2.12248802 time/batch=0.68s
1524/44874 (epoch 3.396) train_loss=2.13515115 time/batch=0.42s
1525/44874 (epoch 3.398) train_loss=2.13561416 time/batch=1.22s
1526/44874 (epoch 3.401) train_loss=2.08255267 time/batch=0.71s
1527/44874 (epoch 3.403) train_loss=2.05290031 time/batch=0.57s
1528/44874 (epoch 3.405) train_loss=1.96434438 time/batch=0.47s
1529/44874 (epoch 3.407) train_loss=2.06054306 time/batch=0.74s
1530/44874 (epoch 3.410) train_loss=2.13190818 time/batch=0.94s
1531/44874 (epoch 3.412) train_loss=2.06496668 time/batch=1.18s
1532/44874 (epoch 3.414) train_loss=2.07144833 time/batch=0.44s
1533/44874 (epoch 3.416) train_loss=2.04142547 time/batch=0.43s
1534/44874 (epoch 3.418) train_loss=2.12208438 time/batch=0.78s
1535/44874 (epoch 3.421) train_loss=2.03886652 time/batch=0.72s
1536/44874 (epoch 3.423) train_loss=2.05874205 time/batch=0.72s
1537/44874 (epoch 3.425) train_loss=2.06492424 time/batch=0.72s
1538/44874 (epoch 3.427) train_loss=2.01251268 time/batch=0.72s
1539/44874 (epoch 3.430) train_loss=2.06709814 time/batch=0.45s
1540/44874 (epoch 3.432) train_loss=2.03822803 time/batch=0.56s
1541/44874 (epoch 3.434) train_loss=2.09534907 time/batch=0.42s
1542/44874 (epoch 3.436) train_loss=2.14847326 time/batch=0.80s
1543/44874 (epoch 3.439) train_loss=2.06302071 time/batch=0.63s
1544/44874 (epoch 3.441) train_loss=2.11989284 time/batch=0.44s
1545/44874 (epoch 3.443) train_loss=1.95187831 time/batch=0.49s
1546/44874 (epoch 3.445) train_loss=2.09357166 time/batch=0.58s
1547/44874 (epoch 3.447) train_loss=2.02644300 time/batch=0.54s
1548/44874 (epoch 3.450) train_loss=2.08315039 time/batch=0.80s
1549/44874 (epoch 3.452) train_loss=1.95003188 time/batch=0.49s
1550/44874 (epoch 3.454) train_loss=2.10990238 time/batch=1.01s
1551/44874 (epoch 3.456) train_loss=2.17550874 time/batch=0.36s
1552/44874 (epoch 3.459) train_loss=2.15597534 time/batch=1.05s
1553/44874 (epoch 3.461) train_loss=2.03706956 time/batch=0.85s
1554/44874 (epoch 3.463) train_loss=2.09555793 time/batch=0.67s
1555/44874 (epoch 3.465) train_loss=1.98990166 time/batch=0.49s
1556/44874 (epoch 3.467) train_loss=2.07150435 time/batch=0.95s
1557/44874 (epoch 3.470) train_loss=2.01983166 time/batch=0.63s
1558/44874 (epoch 3.472) train_loss=2.08542037 time/batch=0.74s
1559/44874 (epoch 3.474) train_loss=2.02144551 time/batch=0.62s
1560/44874 (epoch 3.476) train_loss=2.17938709 time/batch=0.67s
1561/44874 (epoch 3.479) train_loss=2.13905048 time/batch=0.75s
1562/44874 (epoch 3.481) train_loss=2.10287237 time/batch=0.36s
1563/44874 (epoch 3.483) train_loss=2.01946139 time/batch=0.47s
1564/44874 (epoch 3.485) train_loss=2.03695655 time/batch=0.50s
1565/44874 (epoch 3.488) train_loss=2.02787542 time/batch=0.52s
1566/44874 (epoch 3.490) train_loss=2.03964281 time/batch=0.65s
1567/44874 (epoch 3.492) train_loss=2.03930116 time/batch=0.66s
1568/44874 (epoch 3.494) train_loss=2.03618240 time/batch=0.68s
1569/44874 (epoch 3.496) train_loss=2.08344007 time/batch=0.60s
1570/44874 (epoch 3.499) train_loss=2.06712508 time/batch=0.78s
1571/44874 (epoch 3.501) train_loss=2.06561780 time/batch=0.95s
1572/44874 (epoch 3.503) train_loss=2.06339931 time/batch=0.41s
1573/44874 (epoch 3.505) train_loss=2.00492549 time/batch=0.55s
1574/44874 (epoch 3.508) train_loss=2.13214040 time/batch=1.05s
1575/44874 (epoch 3.510) train_loss=2.06980824 time/batch=0.59s
1576/44874 (epoch 3.512) train_loss=2.09804845 time/batch=0.74s
1577/44874 (epoch 3.514) train_loss=2.06197667 time/batch=0.85s
1578/44874 (epoch 3.517) train_loss=2.09425855 time/batch=0.73s
1579/44874 (epoch 3.519) train_loss=2.03630614 time/batch=0.43s
1580/44874 (epoch 3.521) train_loss=2.09651828 time/batch=0.60s
1581/44874 (epoch 3.523) train_loss=2.04279327 time/batch=0.56s
1582/44874 (epoch 3.525) train_loss=2.03060293 time/batch=1.12s
1583/44874 (epoch 3.528) train_loss=2.06782889 time/batch=0.68s
1584/44874 (epoch 3.530) train_loss=2.02168584 time/batch=0.72s
1585/44874 (epoch 3.532) train_loss=1.96400952 time/batch=0.49s
1586/44874 (epoch 3.534) train_loss=2.08570576 time/batch=0.83s
1587/44874 (epoch 3.537) train_loss=2.10364485 time/batch=0.69s
1588/44874 (epoch 3.539) train_loss=1.96192467 time/batch=0.47s
1589/44874 (epoch 3.541) train_loss=2.01594567 time/batch=0.55s
1590/44874 (epoch 3.543) train_loss=2.07302284 time/batch=0.39s
1591/44874 (epoch 3.545) train_loss=2.03323746 time/batch=0.52s
1592/44874 (epoch 3.548) train_loss=2.08295918 time/batch=0.41s
1593/44874 (epoch 3.550) train_loss=2.03032160 time/batch=0.63s
1594/44874 (epoch 3.552) train_loss=1.99924874 time/batch=0.51s
1595/44874 (epoch 3.554) train_loss=2.02942801 time/batch=0.68s
1596/44874 (epoch 3.557) train_loss=2.11054444 time/batch=0.76s
1597/44874 (epoch 3.559) train_loss=2.02303100 time/batch=0.39s
1598/44874 (epoch 3.561) train_loss=2.04176140 time/batch=0.40s
1599/44874 (epoch 3.563) train_loss=2.07039785 time/batch=0.88s
1600/44874 (epoch 3.566) train_loss=1.91899383 time/batch=0.49s
1601/44874 (epoch 3.568) train_loss=1.99503505 time/batch=0.52s
1602/44874 (epoch 3.570) train_loss=2.14071822 time/batch=0.80s
1603/44874 (epoch 3.572) train_loss=2.12505341 time/batch=0.64s
1604/44874 (epoch 3.574) train_loss=2.31081176 time/batch=0.68s
1605/44874 (epoch 3.577) train_loss=2.14997673 time/batch=0.82s
1606/44874 (epoch 3.579) train_loss=1.97847807 time/batch=0.49s
1607/44874 (epoch 3.581) train_loss=2.02371931 time/batch=0.80s
1608/44874 (epoch 3.583) train_loss=2.07309008 time/batch=0.69s
1609/44874 (epoch 3.586) train_loss=2.09526658 time/batch=0.69s
1610/44874 (epoch 3.588) train_loss=2.04021430 time/batch=0.74s
1611/44874 (epoch 3.590) train_loss=2.06538177 time/batch=0.70s
1612/44874 (epoch 3.592) train_loss=1.94477904 time/batch=0.51s
1613/44874 (epoch 3.595) train_loss=2.06358957 time/batch=0.58s
1614/44874 (epoch 3.597) train_loss=2.09421349 time/batch=1.18s
1615/44874 (epoch 3.599) train_loss=1.99230301 time/batch=0.46s
1616/44874 (epoch 3.601) train_loss=2.03850055 time/batch=0.74s
1617/44874 (epoch 3.603) train_loss=1.93332624 time/batch=0.61s
1618/44874 (epoch 3.606) train_loss=1.92220056 time/batch=0.48s
1619/44874 (epoch 3.608) train_loss=1.96499145 time/batch=0.62s
1620/44874 (epoch 3.610) train_loss=2.02123952 time/batch=0.60s
1621/44874 (epoch 3.612) train_loss=2.08283281 time/batch=0.64s
1622/44874 (epoch 3.615) train_loss=2.02758336 time/batch=0.53s
1623/44874 (epoch 3.617) train_loss=2.06101894 time/batch=0.75s
1624/44874 (epoch 3.619) train_loss=1.98350036 time/batch=0.62s
1625/44874 (epoch 3.621) train_loss=2.09435415 time/batch=0.76s
1626/44874 (epoch 3.623) train_loss=1.96896064 time/batch=0.52s
1627/44874 (epoch 3.626) train_loss=2.06460881 time/batch=0.76s
1628/44874 (epoch 3.628) train_loss=2.05804372 time/batch=0.53s
1629/44874 (epoch 3.630) train_loss=2.01057172 time/batch=0.66s
1630/44874 (epoch 3.632) train_loss=2.04685450 time/batch=0.45s
1631/44874 (epoch 3.635) train_loss=2.03871584 time/batch=0.95s
1632/44874 (epoch 3.637) train_loss=1.87614441 time/batch=0.51s
1633/44874 (epoch 3.639) train_loss=2.10441351 time/batch=0.57s
1634/44874 (epoch 3.641) train_loss=2.01960921 time/batch=0.60s
1635/44874 (epoch 3.644) train_loss=1.94368196 time/batch=0.53s
1636/44874 (epoch 3.646) train_loss=2.08935761 time/batch=0.57s
1637/44874 (epoch 3.648) train_loss=1.97081900 time/batch=0.51s
1638/44874 (epoch 3.650) train_loss=1.95029807 time/batch=0.59s
1639/44874 (epoch 3.652) train_loss=2.08691096 time/batch=0.84s
1640/44874 (epoch 3.655) train_loss=1.98712766 time/batch=0.61s
1641/44874 (epoch 3.657) train_loss=2.01429129 time/batch=0.63s
1642/44874 (epoch 3.659) train_loss=2.03353357 time/batch=0.45s
1643/44874 (epoch 3.661) train_loss=1.97425807 time/batch=0.62s
1644/44874 (epoch 3.664) train_loss=2.00352621 time/batch=0.59s
1645/44874 (epoch 3.666) train_loss=1.94461894 time/batch=0.68s
1646/44874 (epoch 3.668) train_loss=1.96730840 time/batch=0.68s
1647/44874 (epoch 3.670) train_loss=2.00301743 time/batch=0.76s
1648/44874 (epoch 3.673) train_loss=2.12149525 time/batch=0.84s
1649/44874 (epoch 3.675) train_loss=2.00696707 time/batch=0.53s
1650/44874 (epoch 3.677) train_loss=2.04330778 time/batch=0.70s
1651/44874 (epoch 3.679) train_loss=2.04923701 time/batch=0.53s
1652/44874 (epoch 3.681) train_loss=2.02645826 time/batch=0.70s
1653/44874 (epoch 3.684) train_loss=2.15270138 time/batch=0.68s
1654/44874 (epoch 3.686) train_loss=2.10546875 time/batch=0.57s
1655/44874 (epoch 3.688) train_loss=2.07248473 time/batch=0.64s
1656/44874 (epoch 3.690) train_loss=1.91901338 time/batch=0.49s
1657/44874 (epoch 3.693) train_loss=2.06276894 time/batch=0.87s
1658/44874 (epoch 3.695) train_loss=2.06531334 time/batch=0.59s
1659/44874 (epoch 3.697) train_loss=2.06391740 time/batch=0.40s
1660/44874 (epoch 3.699) train_loss=1.98367250 time/batch=0.60s
1661/44874 (epoch 3.701) train_loss=2.02385163 time/batch=0.54s
1662/44874 (epoch 3.704) train_loss=1.98733258 time/batch=0.53s
1663/44874 (epoch 3.706) train_loss=2.03538013 time/batch=0.70s
1664/44874 (epoch 3.708) train_loss=2.00694156 time/batch=0.63s
1665/44874 (epoch 3.710) train_loss=2.02147627 time/batch=0.52s
1666/44874 (epoch 3.713) train_loss=1.94084883 time/batch=0.48s
1667/44874 (epoch 3.715) train_loss=1.96207190 time/batch=0.52s
1668/44874 (epoch 3.717) train_loss=2.01885343 time/batch=0.58s
1669/44874 (epoch 3.719) train_loss=1.94784486 time/batch=0.54s
1670/44874 (epoch 3.722) train_loss=1.99398232 time/batch=0.47s
1671/44874 (epoch 3.724) train_loss=1.94082642 time/batch=0.50s
1672/44874 (epoch 3.726) train_loss=1.96843314 time/batch=0.70s
1673/44874 (epoch 3.728) train_loss=1.95525718 time/batch=0.55s
1674/44874 (epoch 3.730) train_loss=2.01717591 time/batch=0.70s
1675/44874 (epoch 3.733) train_loss=2.04699636 time/batch=0.66s
1676/44874 (epoch 3.735) train_loss=1.95304251 time/batch=0.54s
1677/44874 (epoch 3.737) train_loss=2.02766776 time/batch=0.66s
1678/44874 (epoch 3.739) train_loss=1.99415612 time/batch=0.63s
1679/44874 (epoch 3.742) train_loss=2.01644182 time/batch=0.69s
1680/44874 (epoch 3.744) train_loss=2.02239680 time/batch=0.43s
1681/44874 (epoch 3.746) train_loss=2.05902147 time/batch=0.79s
1682/44874 (epoch 3.748) train_loss=1.92553127 time/batch=0.61s
1683/44874 (epoch 3.751) train_loss=2.04366851 time/batch=0.44s
1684/44874 (epoch 3.753) train_loss=1.93470132 time/batch=0.47s
1685/44874 (epoch 3.755) train_loss=2.01181722 time/batch=0.57s
1686/44874 (epoch 3.757) train_loss=2.01390290 time/batch=0.51s
1687/44874 (epoch 3.759) train_loss=2.10575032 time/batch=0.76s
1688/44874 (epoch 3.762) train_loss=1.99765086 time/batch=0.64s
1689/44874 (epoch 3.764) train_loss=2.07035923 time/batch=0.70s
1690/44874 (epoch 3.766) train_loss=2.03954792 time/batch=0.54s
1691/44874 (epoch 3.768) train_loss=2.00222373 time/batch=0.58s
1692/44874 (epoch 3.771) train_loss=1.90480614 time/batch=0.48s
